tempo,axmpu,aympu,azmpu,gxmpu,gympu,gzmpu,mxmpu,mympu,mzmpu,axlsm,aylsm,azlsm,gxlsm,gylsm,gzlsm,mxlsm,mylsm,mzlsm,roll,pitch,yaw,temperatura_baro,pressao_baro,temperatura_pitot,pressao_pitot,RPI3 V,SERVO V,PWR V,PWR A,ADC2,ADC3,Longitude,Latitude,height_msl,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2.543130,-0.22,-0.01,10.10,0.03,-0.00,0.01,40.56,10.23,-23.19,0.04,-0.02,9.64,-0.03,-0.11,0.01,26.39,-31.96,-10.79,-0.29,1.07,0.03,34.66,953.32,23.77,-5.05,5040.00,33.00,0.00,32.00,16.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.576399,-0.17,-0.07,10.10,0.04,0.00,0.02,40.56,10.23,-23.19,0.01,-0.06,9.66,-0.03,-0.11,0.01,26.80,-30.68,-11.08,-0.30,1.07,0.03,34.66,953.32,23.77,0.00,5040.00,33.00,0.00,32.00,22.00,22.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.610044,-0.12,0.00,9.94,0.04,0.00,0.01,40.56,10.23,-23.19,0.02,-0.02,9.70,-0.03,-0.12,0.00,26.27,-31.84,-11.19,-0.30,1.06,0.03,34.66,953.32,23.77,-5.05,5037.00,33.00,0.00,32.00,20.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.643167,-0.18,-0.01,10.02,0.04,-0.00,0.01,40.56,10.23,-23.19,0.04,-0.04,9.65,-0.03,-0.11,0.00,26.39,-31.96,-10.79,-0.30,1.06,0.03,34.66,953.32,23.77,-5.05,5037.00,33.00,0.00,32.00,22.00,22.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.675833,-0.19,-0.02,9.97,0.04,0.00,0.02,40.56,10.23,-23.19,-0.00,-0.01,9.67,-0.03,-0.11,0.00,26.45,-32.42,-11.31,-0.30,1.07,0.03,34.66,953.32,23.77,-5.05,5037.00,33.00,0.00,28.00,20.00,22.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.710772,-0.22,-0.02,10.12,0.04,0.00,0.02,40.56,10.23,-23.19,-0.00,-0.02,9.71,-0.03,-0.11,0.00,26.27,-31.61,-10.96,-0.30,1.08,0.03,34.66,953.32,23.77,-5.05,5040.00,33.00,0.00,30.00,16.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.743681,-0.27,-0.08,9.86,0.04,0.00,0.01,40.56,10.23,-23.19,0.03,-0.02,9.69,-0.02,-0.11,0.01,27.32,-31.67,-11.89,-0.30,1.08,0.03,34.66,953.32,23.86,0.00,5043.00,33.00,0.00,30.00,14.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.776542,-0.22,-0.06,10.05,0.04,-0.00,0.01,40.56,10.23,-23.19,-0.01,-0.04,9.63,-0.03,-0.11,0.00,26.33,-31.73,-11.60,-0.30,1.09,0.03,34.66,953.32,23.86,-5.05,5040.00,33.00,0.00,32.00,16.00,22.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.809887,-0.16,-0.08,9.98,0.04,-0.00,0.01,40.56,10.23,-23.19,0.03,-0.02,9.66,-0.02,-0.11,0.00,26.62,-31.49,-10.79,-0.31,1.09,0.03,34.66,953.32,23.86,-5.05,5043.00,33.00,0.00,32.00,16.00,22.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.843910,0.19,0.09,9.73,0.04,-0.06,0.00,40.56,10.23,-23.19,0.42,-0.01,9.25,-0.03,-0.16,-0.00,26.68,-31.03,-11.66,-0.30,1.07,0.02,34.66,953.32,23.77,-5.05,5037.00,44.00,0.00,30.00,18.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.876609,-0.01,-0.04,9.73,0.03,-0.02,0.01,40.56,10.23,-23.19,0.17,-0.06,9.45,-0.03,-0.14,0.00,26.74,-31.96,-10.85,-0.30,1.08,0.03,34.66,953.32,23.77,-5.05,5031.00,44.00,0.00,28.00,18.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.910089,-0.07,-0.02,10.07,0.04,0.02,0.01,40.56,10.23,-23.19,0.17,-0.07,9.85,-0.02,-0.09,0.00,26.45,-31.78,-10.79,-0.30,1.09,0.03,34.66,953.32,23.77,0.00,5025.00,44.00,0.00,26.00,18.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.945061,0.09,0.05,10.19,0.03,0.00,0.01,40.56,10.23,-23.19,0.29,0.01,9.81,-0.03,-0.12,-0.00,26.74,-32.25,-10.32,-0.30,1.07,0.03,34.66,953.32,23.77,-5.05,5034.00,33.00,0.00,28.00,18.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
2.977891,0.01,-0.14,9.69,0.05,-0.00,0.02,40.56,10.23,-23.19,0.19,-0.03,9.51,-0.03,-0.11,0.01,26.51,-31.61,-10.85,-0.31,1.09,0.03,34.66,953.32,23.77,0.00,5037.00,33.00,0.00,28.00,18.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.010769,-0.04,0.08,9.77,0.04,-0.02,0.01,40.56,10.23,-23.19,0.04,0.09,9.48,-0.02,-0.10,0.01,26.33,-31.38,-10.85,-0.30,1.11,0.03,34.66,953.32,23.77,-5.05,5040.00,33.00,0.00,28.00,16.00,26.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.045904,-0.04,0.02,10.26,0.04,0.00,0.01,40.21,9.17,-22.85,0.09,0.01,9.74,-0.02,-0.11,0.01,26.85,-31.84,-11.60,-0.31,1.09,0.03,34.66,953.32,23.77,0.00,5043.00,33.00,0.00,30.00,16.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.077432,-0.16,-0.16,10.22,0.04,0.01,0.02,40.21,9.17,-22.85,0.09,-0.04,9.79,-0.03,-0.12,0.01,26.85,-31.26,-10.79,-0.31,1.10,0.03,34.66,953.32,23.77,-5.05,5040.00,44.00,0.00,28.00,16.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.111948,-0.14,-0.01,9.96,0.04,-0.02,0.01,40.21,9.17,-22.85,0.04,-0.06,9.70,-0.03,-0.13,0.01,26.80,-31.44,-12.01,-0.30,1.11,0.03,34.66,953.32,23.77,-5.05,5028.00,33.00,0.00,30.00,20.00,22.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.144669,-0.18,-0.11,10.03,0.04,0.00,0.02,40.21,9.17,-22.85,-0.06,-0.06,9.76,-0.03,-0.11,0.00,27.09,-31.67,-11.54,-0.31,1.11,0.03,34.66,953.32,23.77,-5.05,5025.00,33.00,0.00,32.00,22.00,22.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.179638,-0.20,-0.05,9.96,0.04,0.02,0.02,41.45,11.11,-23.02,-0.00,0.01,9.71,-0.02,-0.09,0.02,27.26,-31.61,-11.43,-0.31,1.11,0.03,34.66,953.32,23.77,-5.05,5031.00,33.00,0.00,32.00,18.00,22.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.212577,-0.22,-0.05,10.04,0.04,-0.00,0.01,41.45,11.11,-23.02,0.07,-0.11,9.59,-0.03,-0.12,0.00,26.22,-31.49,-11.02,-0.31,1.11,0.03,34.66,953.32,23.77,0.00,5040.00,33.00,0.00,28.00,20.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.245509,-0.16,-0.06,9.98,0.04,-0.01,0.01,41.45,11.11,-23.02,0.06,-0.06,9.65,-0.03,-0.12,0.00,25.98,-32.13,-11.31,-0.31,1.11,0.03,34.66,953.32,23.77,0.00,5043.00,33.00,0.00,28.00,20.00,22.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.278367,-0.25,0.03,10.00,0.04,0.01,0.01,41.45,11.11,-23.02,-0.06,-0.01,9.67,-0.04,-0.10,0.00,26.45,-31.90,-11.66,-0.30,1.11,0.03,34.66,953.32,23.77,-5.05,5043.00,33.00,0.00,28.00,20.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.313076,-0.23,-0.08,10.09,0.04,0.01,0.01,39.68,10.05,-22.34,0.03,-0.01,9.70,-0.02,-0.11,0.00,26.22,-31.73,-12.06,-0.31,1.11,0.03,34.65,953.30,23.77,-5.05,5043.00,33.00,0.00,30.00,18.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.344766,-0.11,-0.07,9.96,0.04,-0.01,0.02,39.68,10.05,-22.34,0.07,0.03,9.77,-0.03,-0.13,0.00,27.32,-31.67,-11.48,-0.31,1.10,0.03,34.65,953.30,23.77,-5.05,5037.00,33.00,0.00,30.00,18.00,24.00,-45.92980576,-23.24733734,618.42,0,0,0,0,0,0,0,0,
3.378742,-0.33,-0.07,9.86,0.04,0.00,0.02,39.68,10.05,-22.34,0.01,-0.04,9.76,-0.03,-0.12,0.01,26.56,-31.20,-10.32,-0.31,1.11,0.03,34.65,953.30,23.77,-5.05,5022.00,44.00,0.00,30.00,20.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.413061,-0.23,0.03,9.94,0.04,0.01,0.01,39.68,10.05,-22.34,0.03,-0.00,9.58,-0.02,-0.10,0.01,26.51,-31.44,-11.19,-0.31,1.12,0.03,34.65,953.30,23.77,-5.05,5022.00,33.00,0.00,28.00,18.00,22.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.445893,-0.11,-0.10,9.88,0.04,-0.00,0.02,39.68,10.05,-22.34,0.04,-0.09,9.73,-0.03,-0.11,0.01,26.04,-31.84,-11.72,-0.31,1.11,0.03,34.65,953.30,23.77,-5.05,5025.00,33.00,0.00,28.00,18.00,22.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.480800,-0.12,-0.11,9.92,0.04,-0.01,0.01,39.68,10.05,-22.34,0.06,-0.00,9.77,-0.03,-0.12,0.01,26.91,-31.84,-11.83,-0.32,1.11,0.03,34.65,953.30,23.77,-5.05,5043.00,33.00,0.00,24.00,18.00,22.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.513676,-0.26,-0.00,9.97,0.04,0.00,0.01,39.68,10.05,-22.34,0.02,-0.02,9.73,-0.03,-0.11,0.01,26.45,-31.67,-11.77,-0.31,1.12,0.03,34.65,953.30,23.86,0.00,5046.00,33.00,0.00,26.00,16.00,22.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.546587,-0.14,-0.07,9.91,0.04,0.01,0.01,39.68,10.05,-22.34,0.06,-0.04,9.83,-0.03,-0.10,0.01,26.56,-32.02,-10.56,-0.32,1.12,0.03,34.65,953.30,23.86,0.00,5043.00,33.00,0.00,28.00,18.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.579431,-0.19,-0.04,9.92,0.04,0.00,0.01,39.68,10.05,-22.34,0.02,-0.03,9.62,-0.03,-0.11,0.01,25.93,-31.78,-11.89,-0.31,1.11,0.03,34.65,953.30,23.86,-5.05,5040.00,33.00,0.00,28.00,16.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.614540,-0.24,-0.01,9.93,0.04,0.00,0.01,39.68,10.05,-22.34,0.02,-0.04,9.61,-0.02,-0.11,0.01,26.91,-31.44,-11.25,-0.31,1.12,0.03,34.65,953.30,23.77,-5.05,5037.00,33.00,0.00,30.00,18.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.647176,-0.25,-0.03,9.98,0.04,-0.00,0.01,39.68,10.05,-22.34,0.03,-0.06,9.63,-0.03,-0.11,0.00,26.33,-31.38,-11.02,-0.31,1.12,0.03,34.65,953.30,23.77,0.00,5034.00,33.00,0.00,30.00,22.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.680020,-0.23,-0.20,9.94,0.04,0.00,0.01,40.04,11.11,-23.02,0.04,-0.04,9.67,-0.02,-0.12,0.01,26.62,-32.13,-10.67,-0.31,1.11,0.03,34.65,953.30,23.77,0.00,5037.00,33.00,0.00,28.00,22.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.714948,-0.13,-0.04,10.09,0.04,0.00,0.01,40.04,11.11,-23.02,0.05,-0.03,9.71,-0.03,-0.12,0.01,26.27,-31.96,-9.69,-0.32,1.12,0.03,34.65,953.30,23.86,-5.05,5040.00,33.00,0.00,28.00,22.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.747919,-0.18,-0.06,9.93,0.04,-0.00,0.01,40.04,11.11,-23.02,0.05,-0.06,9.68,-0.03,-0.11,0.01,26.22,-31.73,-11.14,-0.32,1.12,0.04,34.65,953.30,23.86,-5.05,5046.00,33.00,0.00,28.00,20.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.780677,-0.23,-0.05,9.94,0.04,0.00,0.01,40.04,11.11,-23.02,0.02,0.01,9.66,-0.03,-0.10,0.01,25.98,-32.02,-10.90,-0.32,1.12,0.04,34.65,953.30,23.86,-5.05,5046.00,33.00,0.00,28.00,18.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.815552,-0.21,-0.04,9.98,0.05,0.00,0.01,40.04,11.82,-23.02,0.03,-0.02,9.68,-0.03,-0.12,0.00,26.39,-31.73,-10.44,-0.32,1.11,0.04,34.65,953.30,23.77,-5.05,5046.00,33.00,0.00,28.00,16.00,20.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.848170,-0.22,-0.07,10.00,0.04,-0.01,0.01,40.04,11.82,-23.02,0.06,-0.06,9.65,-0.02,-0.11,0.00,26.16,-31.84,-9.45,-0.32,1.11,0.04,34.65,953.30,23.77,-5.05,5043.00,33.00,0.00,26.00,16.00,20.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.882091,-0.16,-0.08,9.99,0.04,-0.00,0.01,40.04,11.82,-23.02,0.05,-0.04,9.65,-0.03,-0.11,0.00,26.74,-31.67,-10.38,-0.32,1.11,0.03,34.65,953.30,23.77,-5.05,5037.00,33.00,0.00,28.00,18.00,18.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.915337,-0.21,-0.11,10.08,0.04,0.00,0.01,39.68,11.82,-23.02,-0.00,-0.12,9.71,-0.02,-0.11,0.01,26.51,-31.73,-10.61,-0.32,1.12,0.04,34.65,953.30,23.77,0.00,5034.00,33.00,0.00,32.00,20.00,20.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.948579,-0.29,-0.05,9.96,0.04,0.01,0.01,39.68,11.46,-22.00,-0.03,-0.01,9.71,-0.03,-0.11,0.01,26.68,-32.02,-11.31,-0.31,1.12,0.04,34.65,953.30,23.77,-5.05,5034.00,33.00,0.00,32.00,24.00,22.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
3.981496,-0.18,-0.07,9.97,0.04,-0.00,0.01,39.68,11.46,-22.00,0.01,-0.04,9.67,-0.03,-0.12,0.00,27.09,-31.38,-11.25,-0.32,1.12,0.04,34.65,953.30,23.77,-5.05,5034.00,33.00,0.00,32.00,24.00,22.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.016476,-0.20,-0.15,9.98,0.04,-0.01,0.01,39.68,11.46,-22.00,-0.01,-0.06,9.64,-0.03,-0.12,0.00,26.33,-32.02,-10.73,-0.32,1.13,0.04,34.65,953.30,23.86,0.00,5037.00,33.00,0.00,26.00,22.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.049488,-0.26,-0.06,9.92,0.04,0.00,0.01,39.68,11.46,-22.00,0.01,-0.06,9.63,-0.03,-0.11,0.00,26.74,-31.90,-10.90,-0.32,1.13,0.04,34.65,953.30,23.86,0.00,5040.00,33.00,0.00,26.00,20.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.082181,-0.13,-0.07,9.91,0.04,0.01,0.01,39.68,11.46,-22.00,0.04,-0.04,9.73,-0.03,-0.11,0.00,26.80,-31.15,-10.27,-0.32,1.12,0.04,34.65,953.30,23.86,-5.05,5043.00,33.00,0.00,24.00,18.00,28.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.115564,-0.18,-0.04,9.95,0.04,-0.01,0.01,39.68,11.46,-22.00,0.04,-0.05,9.67,-0.03,-0.12,0.01,26.27,-31.67,-11.14,-0.32,1.13,0.04,34.65,953.30,23.77,-5.05,5037.00,33.00,0.00,26.00,22.00,26.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.148632,-0.09,0.02,9.90,0.04,-0.00,0.01,39.68,11.46,-22.00,0.06,-0.04,9.71,-0.03,-0.11,0.01,26.39,-31.32,-10.56,-0.32,1.13,0.04,34.65,953.30,23.77,-5.05,5031.00,33.00,0.00,28.00,20.00,26.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.183493,-0.21,-0.02,9.96,0.04,0.00,0.01,39.68,11.46,-22.00,0.04,-0.04,9.68,-0.03,-0.11,0.00,26.33,-32.13,-11.08,-0.32,1.13,0.04,34.65,953.30,23.77,-5.05,5031.00,33.00,0.00,28.00,18.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.216267,-0.13,-0.09,9.98,0.04,0.00,0.01,39.68,11.46,-22.00,0.06,-0.04,9.67,-0.02,-0.11,0.00,26.10,-31.61,-11.72,-0.32,1.13,0.04,34.65,953.30,23.77,-5.05,5037.00,33.00,0.00,30.00,16.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.249222,-0.18,0.03,9.87,0.04,-0.00,0.01,39.68,11.46,-22.00,0.02,-0.05,9.66,-0.03,-0.11,-0.00,25.81,-31.32,-11.48,-0.32,1.13,0.04,34.65,953.30,23.77,-5.05,5046.00,33.00,0.00,32.00,18.00,22.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.284031,-0.20,-0.08,9.95,0.04,0.00,0.02,39.68,11.46,-22.00,0.04,-0.08,9.61,-0.03,-0.11,0.01,25.93,-31.73,-11.48,-0.32,1.13,0.04,34.65,953.30,23.77,-9.26,5043.00,33.00,0.00,32.00,16.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.317003,-0.19,0.00,10.07,0.04,0.01,0.01,42.50,8.99,-23.36,-0.05,-0.06,9.70,-0.03,-0.11,0.00,26.04,-31.49,-11.37,-0.32,1.14,0.04,34.65,953.30,23.77,-5.05,5043.00,33.00,0.00,28.00,14.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.350355,-0.19,-0.09,9.92,0.04,0.00,0.01,42.50,8.99,-23.36,0.03,-0.01,9.66,-0.03,-0.12,0.01,26.62,-31.15,-11.60,-0.32,1.14,0.04,34.65,953.30,23.77,-5.05,5040.00,33.00,0.00,26.00,14.00,24.00,-45.92980194,-23.24733734,618.44,0,0,0,0,0,0,0,0,
4.382744,-0.20,-0.03,9.96,0.04,-0.00,0.02,42.50,8.99,-23.36,-0.01,-0.09,9.69,-0.03,-0.12,0.01,26.27,-31.49,-11.37,-0.32,1.14,0.04,34.69,953.29,23.77,-5.05,5031.00,33.00,0.00,26.00,16.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.416876,-0.25,-0.01,10.05,0.04,-0.00,0.01,42.50,8.99,-23.36,0.04,-0.05,9.67,-0.02,-0.11,0.01,26.85,-31.55,-11.60,-0.32,1.14,0.04,34.69,953.29,23.77,-5.05,5022.00,33.00,0.00,28.00,20.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.449738,-0.17,-0.06,10.07,0.04,0.00,0.01,42.50,8.99,-23.36,-0.01,-0.06,9.66,-0.03,-0.11,0.00,25.64,-31.61,-11.66,-0.31,1.14,0.04,34.69,953.29,23.77,-5.05,5013.00,33.00,0.00,28.00,18.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.484639,-0.20,-0.09,9.92,0.04,0.00,0.02,42.50,8.99,-23.36,0.01,-0.04,9.76,-0.03,-0.11,0.01,26.10,-31.78,-11.48,-0.32,1.13,0.04,34.69,953.29,23.77,4.21,5022.00,33.00,0.00,26.00,18.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.517570,-0.22,-0.08,9.91,0.03,-0.00,0.01,42.50,8.99,-23.36,-0.01,-0.03,9.66,-0.03,-0.11,0.00,25.75,-31.61,-11.89,-0.32,1.13,0.04,34.69,953.29,23.77,0.00,5034.00,33.00,0.00,28.00,18.00,22.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.550364,-0.26,-0.04,9.96,0.04,0.00,0.01,42.50,8.99,-23.36,-0.04,-0.06,9.66,-0.03,-0.11,0.00,25.64,-32.48,-11.25,-0.31,1.14,0.04,34.69,953.29,23.77,0.00,5040.00,33.00,0.00,30.00,22.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.585308,-0.32,-0.07,10.00,0.04,0.01,0.01,42.50,8.99,-23.36,0.01,-0.01,9.61,-0.02,-0.11,0.00,26.22,-31.67,-10.96,-0.32,1.14,0.04,34.69,953.29,23.77,-9.26,5040.00,33.00,0.00,32.00,24.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.617011,-0.25,-0.10,10.02,0.04,-0.00,0.01,42.50,8.99,-23.36,0.04,-0.04,9.67,-0.03,-0.11,0.00,25.98,-31.49,-11.19,-0.31,1.14,0.04,34.69,953.29,23.77,-9.26,5034.00,33.00,0.00,28.00,24.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.652443,-0.25,-0.11,10.04,0.04,-0.00,0.01,42.50,8.99,-23.36,0.01,-0.04,9.72,-0.03,-0.12,0.01,26.16,-32.07,-11.95,-0.31,1.14,0.04,34.69,953.29,23.77,-9.26,5031.00,33.00,0.00,28.00,24.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.685330,-0.18,-0.10,9.96,0.04,-0.00,0.01,41.80,10.05,-23.36,0.01,-0.03,9.64,-0.03,-0.12,0.00,26.16,-32.25,-11.43,-0.32,1.14,0.04,34.69,953.29,23.77,0.00,5028.00,33.00,0.00,24.00,24.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.718253,-0.25,0.01,9.98,0.04,0.00,0.01,41.80,10.05,-23.36,0.03,-0.01,9.68,-0.03,-0.11,0.01,26.80,-31.55,-11.02,-0.31,1.14,0.04,34.69,953.29,23.77,0.00,5037.00,33.00,0.00,24.00,20.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.751226,-0.20,-0.12,10.01,0.04,0.00,0.02,41.80,10.05,-23.36,0.01,-0.04,9.74,-0.03,-0.10,0.01,26.27,-32.02,-11.66,-0.31,1.14,0.04,34.69,953.29,23.77,0.00,5043.00,33.00,0.00,24.00,18.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.786071,-0.09,-0.12,10.02,0.04,0.00,0.01,41.80,10.05,-23.36,0.04,-0.02,9.65,-0.03,-0.11,0.01,26.39,-31.44,-11.54,-0.31,1.13,0.04,34.69,953.29,23.77,-5.05,5043.00,33.00,0.00,26.00,20.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.818803,-0.21,-0.04,9.95,0.05,-0.00,0.01,40.74,11.82,-24.04,0.04,-0.07,9.65,-0.03,-0.11,0.01,25.98,-31.84,-11.43,-0.31,1.14,0.04,34.69,953.29,23.77,-5.05,5043.00,33.00,0.00,30.00,16.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.852414,-0.21,-0.07,9.90,0.04,0.00,0.01,40.74,11.82,-24.04,-0.01,-0.03,9.65,-0.03,-0.11,0.00,26.33,-30.86,-11.54,-0.31,1.13,0.04,34.69,953.29,23.77,-5.05,5037.00,33.00,0.00,28.00,20.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.885330,-0.20,-0.10,10.03,0.04,0.00,0.01,40.74,11.82,-24.04,0.04,-0.04,9.76,-0.03,-0.11,0.01,26.85,-31.26,-11.19,-0.31,1.13,0.04,34.69,953.29,23.77,0.00,5034.00,33.00,0.00,28.00,20.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.920186,-0.13,-0.02,10.00,0.04,-0.00,0.01,41.09,10.05,-22.34,0.03,-0.06,9.71,-0.03,-0.12,0.00,25.69,-31.26,-11.25,-0.31,1.13,0.04,34.69,953.29,23.77,-5.05,5037.00,33.00,0.00,26.00,24.00,20.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.953020,-0.18,-0.07,9.99,0.04,-0.00,0.01,41.09,10.05,-22.34,0.04,0.01,9.67,-0.03,-0.11,0.01,25.87,-31.49,-10.67,-0.30,1.13,0.04,34.69,953.29,23.77,-5.05,5037.00,33.00,0.00,30.00,20.00,20.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
4.986008,-0.19,-0.08,9.93,0.04,0.00,0.01,41.09,10.05,-22.34,0.01,-0.04,9.68,-0.02,-0.11,0.01,26.56,-31.55,-11.77,-0.30,1.13,0.05,34.69,953.29,23.77,-5.05,5040.00,33.00,0.00,30.00,20.00,22.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
5.018687,-0.16,-0.13,10.06,0.04,-0.00,0.02,41.09,10.05,-22.34,0.05,-0.03,9.61,-0.03,-0.11,0.01,26.33,-30.51,-11.54,-0.30,1.14,0.05,34.69,953.29,23.77,0.00,5040.00,33.00,0.00,30.00,20.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
5.053602,-0.21,-0.11,9.97,0.04,0.00,0.01,41.27,9.88,-24.55,0.02,-0.01,9.64,-0.03,-0.11,0.01,25.81,-31.32,-11.25,-0.30,1.13,0.05,34.69,953.29,23.77,0.00,5040.00,33.00,0.00,30.00,20.00,26.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
5.087155,-0.15,-0.11,9.99,0.04,-0.00,0.01,41.27,9.88,-24.55,0.03,-0.04,9.68,-0.03,-0.11,0.00,26.16,-31.20,-10.56,-0.30,1.13,0.05,34.69,953.29,23.77,-5.05,5037.00,33.00,0.00,28.00,16.00,26.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
5.124039,-0.21,-0.08,9.99,0.04,0.00,0.01,41.27,9.88,-24.55,0.01,-0.01,9.65,-0.03,-0.11,0.01,25.98,-31.15,-10.61,-0.30,1.12,0.05,34.69,953.29,23.77,-5.05,5037.00,33.00,0.00,30.00,16.00,24.00,-45.92980194,-23.24733734,618.41,0,0,0,0,0,0,0,0,
