tempo,axmpu,aympu,azmpu,gxmpu,gympu,gzmpu,mxmpu,mympu,mzmpu,axlsm,aylsm,azlsm,gxlsm,gylsm,gzlsm,mxlsm,mylsm,mzlsm,roll,pitch,yaw,temperatura_baro,pressao_baro,temperatura_pitot,pressao_pitot,RPI3 V,SERVO V,PWR V,PWR A,ADC2,ADC3,Longitude,Latitude,height_msl,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
5.052590,-0.13,-0.00,10.09,0.04,0.01,0.01,40.39,9.70,-22.34,0.05,-0.04,9.68,-0.03,-0.11,0.01,27.67,-31.78,-11.83,-0.40,0.87,-0.04,33.66,953.28,24.06,-5.05,5034.00,33.00,0.00,26.00,20.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.086392,-0.17,-0.12,9.90,0.04,-0.00,0.01,40.39,9.70,-22.34,0.03,-0.01,9.72,-0.03,-0.11,0.01,27.14,-31.49,-12.64,-0.41,0.87,-0.04,33.66,953.28,24.06,0.00,5037.00,33.00,0.00,28.00,22.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.120085,-0.16,-0.04,10.02,0.04,0.00,0.01,40.39,9.70,-22.34,0.05,-0.04,9.71,-0.03,-0.11,0.00,27.26,-31.73,-12.35,-0.41,0.88,-0.04,33.66,953.28,24.06,-5.05,5037.00,33.00,0.00,30.00,20.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.153749,-0.03,-0.05,10.03,0.04,-0.00,0.01,40.39,9.70,-22.34,0.04,-0.04,9.67,-0.03,-0.11,0.00,27.20,-31.44,-12.70,-0.41,0.87,-0.04,33.66,953.28,24.06,-5.05,5031.00,33.00,0.00,30.00,16.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.187311,-0.17,-0.11,10.12,0.04,0.00,0.01,39.68,10.41,-22.00,0.04,-0.09,9.66,-0.03,-0.11,0.01,27.09,-31.78,-11.89,-0.41,0.88,-0.04,33.66,953.28,24.06,-5.05,5037.00,44.00,0.00,26.00,16.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.219346,-0.17,-0.10,10.07,0.04,0.00,0.01,39.68,10.41,-22.00,0.06,-0.07,9.70,-0.03,-0.10,0.01,27.09,-31.32,-11.89,-0.42,0.88,-0.04,33.66,953.28,24.06,-5.05,5031.00,33.00,0.00,26.00,16.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.253624,-0.16,-0.05,10.03,0.04,0.00,0.01,39.68,10.41,-22.00,0.06,-0.05,9.65,-0.03,-0.11,0.01,27.72,-31.73,-12.35,-0.41,0.88,-0.04,33.66,953.28,24.06,-5.05,5025.00,33.00,0.00,26.00,16.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.287208,-0.14,0.00,9.98,0.03,0.00,0.02,39.68,10.41,-22.00,0.01,-0.01,9.70,-0.03,-0.11,0.00,27.03,-31.96,-12.01,-0.41,0.89,-0.05,33.66,953.28,24.06,0.00,5019.00,33.00,0.00,28.00,22.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.320939,-0.16,-0.05,10.03,0.04,0.00,0.01,39.68,10.41,-22.00,0.05,-0.02,9.71,-0.03,-0.11,0.01,27.43,-31.44,-11.43,-0.41,0.89,-0.05,33.66,953.28,24.06,-5.05,5022.00,33.00,0.00,28.00,22.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.354633,-0.24,-0.13,9.94,0.04,0.00,0.01,39.68,10.41,-22.00,0.03,-0.05,9.66,-0.03,-0.11,0.01,27.09,-31.67,-11.66,-0.41,0.89,-0.05,33.66,953.28,24.06,-9.26,5031.00,33.00,0.00,26.00,24.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.388281,-0.11,-0.00,10.02,0.04,0.00,0.01,39.68,10.41,-22.00,0.03,-0.06,9.65,-0.03,-0.11,0.01,27.03,-31.44,-11.95,-0.41,0.89,-0.05,33.66,953.28,24.06,0.00,5037.00,33.00,0.00,26.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.420005,-0.12,-0.13,9.97,0.04,0.00,0.01,39.68,10.41,-22.00,0.06,-0.09,9.76,-0.03,-0.11,0.00,26.85,-31.32,-11.83,-0.41,0.89,-0.05,33.66,953.28,24.06,-5.05,5037.00,33.00,0.00,28.00,16.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.453817,-0.19,-0.09,9.91,0.04,0.00,0.01,39.68,10.41,-22.00,0.05,-0.04,9.62,-0.04,-0.11,0.00,26.68,-31.44,-11.77,-0.41,0.89,-0.05,33.66,953.28,24.06,0.00,5034.00,33.00,0.00,30.00,18.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.487707,-0.11,-0.07,9.97,0.04,-0.00,0.01,39.68,10.41,-22.00,0.02,-0.06,9.65,-0.03,-0.11,0.00,27.20,-31.09,-12.06,-0.41,0.89,-0.05,33.65,953.21,24.06,0.00,5022.00,33.00,0.00,32.00,18.00,24.00,-45.92976379,-23.24737167,597.31,0,0,0,0,0,0,0,0,
5.522130,-0.20,-0.03,10.07,0.05,0.00,0.01,39.68,10.41,-22.00,0.04,-0.03,9.67,-0.03,-0.11,0.01,26.51,-31.20,-12.06,-0.41,0.89,-0.05,33.65,953.21,24.06,0.00,5019.00,33.00,0.00,28.00,18.00,24.00,-45.92976379,-23.24737167,597.31,0,0,0,0,0,0,0,0,
5.554062,-0.13,-0.03,9.91,0.04,-0.00,0.01,41.45,10.76,-23.02,0.04,-0.04,9.71,-0.03,-0.10,0.01,26.56,-32.13,-11.43,-0.41,0.89,-0.05,33.65,953.21,24.06,-5.05,5016.00,33.00,0.00,30.00,16.00,24.00,-45.92976379,-23.24737167,597.31,0,0,0,0,0,0,0,0,
5.588008,-0.26,-0.03,10.01,0.04,-0.00,0.01,41.45,10.76,-23.02,0.06,-0.04,9.76,-0.03,-0.11,0.00,26.56,-31.44,-12.70,-0.41,0.89,-0.05,33.65,953.21,24.06,-5.05,5028.00,33.00,0.00,26.00,16.00,24.00,-45.92976379,-23.24737167,597.31,0,0,0,0,0,0,0,0,
5.621645,-0.17,-0.08,10.03,0.04,0.00,0.01,41.45,10.76,-23.02,0.06,-0.06,9.63,-0.03,-0.11,0.00,27.03,-31.15,-11.72,-0.41,0.89,-0.05,33.65,953.21,24.06,-5.05,5040.00,33.00,0.00,28.00,14.00,22.00,-45.92976379,-23.24737167,597.31,0,0,0,0,0,0,0,0,
5.655260,-0.14,-0.10,9.85,0.04,0.00,0.01,41.45,10.76,-23.02,-0.01,0.06,9.61,-0.03,-0.11,0.00,27.03,-31.67,-12.06,-0.41,0.89,-0.05,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,26.00,16.00,22.00,-45.92976379,-23.24737167,597.31,0,0,0,0,0,0,0,0,
5.689054,-0.13,-0.03,10.05,0.04,0.01,0.01,41.45,10.76,-23.02,0.06,-0.08,9.68,-0.03,-0.11,0.01,27.43,-31.44,-11.37,-0.41,0.89,-0.05,33.65,953.21,24.06,0.00,5037.00,33.00,0.00,26.00,16.00,24.00,-45.92976379,-23.24737167,597.31,0,0,0,0,0,0,0,0,
5.721256,-0.20,-0.04,10.03,0.04,-0.00,0.01,41.45,10.76,-23.02,0.01,-0.06,9.67,-0.02,-0.11,0.01,26.97,-31.55,-12.06,-0.41,0.89,-0.05,33.65,953.21,24.06,0.00,5034.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
5.754882,-0.18,-0.07,9.97,0.04,-0.00,0.01,41.45,10.76,-23.02,0.05,-0.03,9.68,-0.04,-0.11,0.01,27.14,-30.68,-12.06,-0.41,0.89,-0.06,33.65,953.21,24.06,-5.05,5034.00,33.00,0.00,28.00,18.00,26.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
5.788562,-0.21,-0.12,9.93,0.04,0.00,0.02,41.45,10.76,-23.02,0.05,-0.03,9.69,-0.03,-0.11,0.01,27.20,-31.20,-12.06,-0.41,0.89,-0.06,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,32.00,16.00,28.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
5.822348,-0.12,-0.11,9.96,0.04,0.00,0.01,41.45,10.76,-23.02,0.03,-0.11,9.68,-0.03,-0.11,0.00,27.20,-31.26,-12.30,-0.41,0.89,-0.06,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,30.00,16.00,26.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
5.855918,-0.26,-0.08,10.05,0.04,-0.00,0.01,41.45,10.76,-23.02,0.01,-0.08,9.62,-0.02,-0.11,0.00,27.43,-31.09,-11.43,-0.41,0.89,-0.06,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,30.00,16.00,24.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
5.889537,-0.23,-0.11,9.96,0.04,-0.00,0.01,41.45,10.76,-23.02,0.06,-0.04,9.71,-0.03,-0.12,0.01,27.26,-31.84,-12.01,-0.41,0.89,-0.06,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,28.00,18.00,20.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
5.923661,-0.21,-0.09,10.05,0.04,-0.00,0.01,40.92,11.29,-23.87,0.01,-0.06,9.72,-0.03,-0.12,0.00,27.09,-31.20,-11.77,-0.41,0.89,-0.06,33.65,953.21,24.06,0.00,5031.00,33.00,0.00,28.00,18.00,18.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
5.955502,-0.14,-0.06,9.98,0.04,0.00,0.01,40.92,11.29,-23.87,-0.01,-0.02,9.68,-0.03,-0.11,0.00,26.68,-31.32,-12.70,-0.40,0.89,-0.06,33.65,953.21,24.06,0.00,5028.00,33.00,0.00,28.00,20.00,20.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
5.989149,-0.18,-0.15,9.96,0.04,-0.00,0.02,40.92,11.29,-23.87,0.04,-0.09,9.63,-0.03,-0.11,0.00,27.09,-31.26,-11.83,-0.40,0.89,-0.06,33.65,953.21,24.06,0.00,5028.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
6.022923,-0.29,-0.07,9.93,0.04,0.00,0.02,40.92,11.29,-23.87,0.06,-0.09,9.63,-0.03,-0.11,0.00,27.43,-31.44,-12.06,-0.40,0.89,-0.06,33.65,953.21,24.06,0.00,5031.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
6.056474,-0.21,-0.08,10.06,0.04,-0.00,0.01,40.92,11.29,-23.87,0.02,-0.09,9.69,-0.03,-0.12,0.01,27.49,-31.61,-12.47,-0.40,0.89,-0.06,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,30.00,18.00,24.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
6.090347,-0.11,-0.05,10.09,0.04,-0.00,0.01,40.92,11.29,-23.87,0.02,-0.04,9.71,-0.03,-0.11,0.01,27.09,-31.61,-11.89,-0.40,0.89,-0.06,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,30.00,16.00,24.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
6.123966,-0.19,-0.11,10.01,0.04,0.00,0.01,40.92,11.29,-23.87,0.04,-0.05,9.68,-0.03,-0.11,0.01,26.91,-32.13,-12.18,-0.40,0.89,-0.06,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,26.00,20.00,24.00,-45.92976379,-23.24737167,597.36,0,0,0,0,0,0,0,0,
6.157527,-0.13,-0.08,9.97,0.04,0.00,0.01,40.92,11.29,-23.87,0.07,-0.06,9.70,-0.03,-0.11,0.00,26.97,-31.03,-11.66,-0.40,0.89,-0.06,33.65,953.21,24.06,-5.05,5031.00,33.00,0.00,24.00,20.00,26.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.191242,-0.17,-0.07,10.03,0.04,-0.00,0.01,40.92,11.29,-23.87,0.01,-0.04,9.69,-0.03,-0.11,0.00,26.68,-32.07,-11.43,-0.41,0.89,-0.06,33.65,953.21,24.06,-5.05,5031.00,33.00,0.00,24.00,24.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.224899,-0.16,-0.07,9.96,0.04,0.00,0.01,40.92,11.29,-23.87,0.04,-0.04,9.71,-0.03,-0.11,0.00,26.68,-31.26,-11.66,-0.41,0.89,-0.06,33.65,953.21,24.06,-5.05,5031.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.258471,-0.10,-0.12,9.93,0.04,-0.00,0.01,40.92,11.29,-23.87,0.04,-0.02,9.61,-0.03,-0.11,0.01,27.67,-31.20,-11.95,-0.41,0.89,-0.07,33.65,953.21,24.06,0.00,5037.00,33.00,0.00,28.00,22.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.290611,-0.07,-0.08,10.13,0.04,-0.00,0.01,40.92,11.29,-23.87,0.03,-0.04,9.63,-0.03,-0.11,0.01,27.09,-31.90,-11.77,-0.40,0.89,-0.07,33.65,953.21,24.06,0.00,5037.00,33.00,0.00,32.00,20.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.324430,-0.15,-0.09,10.02,0.04,0.00,0.01,40.92,11.29,-23.87,-0.01,-0.04,9.73,-0.03,-0.11,0.01,27.09,-31.96,-11.19,-0.40,0.89,-0.07,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,28.00,22.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.358692,-0.13,-0.03,9.98,0.04,-0.00,0.01,40.92,11.29,-23.87,0.05,-0.04,9.66,-0.03,-0.11,0.00,27.90,-32.19,-11.08,-0.40,0.89,-0.07,33.65,953.21,24.06,-5.05,5034.00,33.00,0.00,28.00,22.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.390763,-0.07,-0.03,9.92,0.03,0.00,0.01,40.92,11.29,-23.87,0.04,-0.03,9.60,-0.02,-0.11,0.00,26.80,-31.55,-11.48,-0.40,0.89,-0.07,33.65,953.21,24.06,-5.05,5037.00,33.00,0.00,26.00,24.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.423955,-0.21,-0.01,9.84,0.04,-0.00,0.02,40.92,11.29,-23.87,0.04,-0.01,9.76,-0.03,-0.11,0.01,27.14,-31.84,-11.19,-0.40,0.89,-0.06,33.65,953.21,24.06,-5.05,5031.00,33.00,0.00,30.00,22.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.457513,-0.13,-0.04,10.03,0.04,0.00,0.01,40.92,11.29,-23.87,0.08,-0.05,9.71,-0.03,-0.10,0.01,27.61,-31.84,-11.43,-0.40,0.90,-0.06,33.65,953.21,24.06,0.00,5031.00,33.00,0.00,30.00,20.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.491210,-0.15,-0.07,10.13,0.04,0.00,0.01,40.92,11.29,-23.87,0.05,-0.03,9.59,-0.03,-0.11,0.00,27.67,-31.78,-12.41,-0.40,0.90,-0.06,33.65,953.21,24.06,-5.05,5028.00,33.00,0.00,30.00,16.00,22.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.524922,-0.11,-0.06,9.89,0.04,0.00,0.02,40.92,11.29,-23.87,0.11,-0.06,9.68,-0.03,-0.11,0.00,27.14,-31.90,-12.06,-0.40,0.89,-0.06,33.65,953.21,24.06,-5.05,5034.00,33.00,0.00,26.00,18.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.559532,-0.15,-0.06,9.98,0.04,0.00,0.02,42.50,11.82,-22.34,0.08,-0.08,9.65,-0.03,-0.12,0.00,26.56,-32.13,-11.83,-0.40,0.89,-0.06,33.62,953.23,24.06,-9.26,5031.00,33.00,0.00,24.00,18.00,24.00,-45.92976379,-23.24737358,597.50,0,0,0,0,0,0,0,0,
6.592493,-0.16,0.04,9.95,0.04,-0.00,0.01,42.50,11.82,-22.34,0.05,-0.00,9.71,-0.03,-0.10,0.01,27.43,-31.55,-11.66,-0.39,0.89,-0.06,33.62,953.23,24.06,-9.26,5031.00,33.00,0.00,24.00,18.00,24.00,-45.92976379,-23.24737549,597.51,0,0,0,0,0,0,0,0,
6.625346,-0.16,-0.11,9.94,0.04,0.00,0.01,42.50,11.82,-22.34,0.04,-0.07,9.68,-0.03,-0.11,0.01,27.03,-31.78,-11.37,-0.39,0.89,-0.07,33.62,953.23,24.06,-9.26,5022.00,33.00,0.00,24.00,20.00,26.00,-45.92976379,-23.24737549,597.51,0,0,0,0,0,0,0,0,
6.659772,-0.18,-0.07,10.06,0.03,0.00,0.01,40.74,10.76,-23.36,0.05,-0.02,9.69,-0.03,-0.11,0.00,27.20,-31.38,-11.95,-0.40,0.89,-0.07,33.62,953.23,24.06,0.00,5022.00,33.00,0.00,26.00,20.00,26.00,-45.92976379,-23.24737549,597.51,0,0,0,0,0,0,0,0,
6.692368,-0.12,-0.09,9.91,0.04,0.00,0.01,40.74,10.76,-23.36,0.04,-0.04,9.65,-0.03,-0.11,0.00,27.43,-32.07,-11.72,-0.40,0.89,-0.07,33.62,953.23,24.06,-5.05,5013.00,33.00,0.00,26.00,24.00,26.00,-45.92976379,-23.24737549,597.51,0,0,0,0,0,0,0,0,
6.725907,-0.13,-0.15,10.03,0.04,0.00,0.01,40.74,10.76,-23.36,0.04,-0.03,9.67,-0.03,-0.11,0.01,27.38,-31.73,-12.06,-0.39,0.89,-0.07,33.62,953.23,24.06,0.00,5019.00,33.00,0.00,28.00,22.00,22.00,-45.92976379,-23.24737549,597.51,0,0,0,0,0,0,0,0,
6.759530,-0.13,-0.06,9.97,0.04,0.00,0.02,40.74,10.76,-23.36,0.05,-0.03,9.71,-0.03,-0.11,0.01,27.03,-31.49,-11.83,-0.39,0.89,-0.07,33.62,953.23,24.06,-9.26,5022.00,33.00,0.00,30.00,22.00,20.00,-45.92976379,-23.24737549,597.51,0,0,0,0,0,0,0,0,
6.793211,-0.24,0.03,10.12,0.04,-0.00,0.01,40.74,10.76,-23.36,0.01,0.02,9.66,-0.03,-0.11,0.00,27.49,-31.61,-11.54,-0.39,0.89,-0.07,33.62,953.23,24.06,-9.26,5031.00,33.00,0.00,28.00,18.00,18.00,-45.92976379,-23.24737549,597.51,0,0,0,0,0,0,0,0,
6.826845,-0.22,-0.05,9.95,0.04,0.01,0.01,40.74,10.76,-23.36,-0.01,-0.06,9.75,-0.03,-0.12,0.01,27.09,-31.44,-11.31,-0.39,0.89,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,28.00,16.00,20.00,-45.92976379,-23.24737549,597.51,0,0,0,0,0,0,0,0,
6.860522,-0.21,-0.08,9.93,0.04,0.00,0.02,40.74,10.76,-23.36,0.01,-0.04,9.56,-0.03,-0.11,0.01,27.26,-32.07,-11.72,-0.40,0.90,-0.06,33.62,953.23,24.06,0.00,5037.00,33.00,0.00,26.00,16.00,20.00,-45.92976379,-23.24737549,597.51,0,0,0,0,0,0,0,0,
6.893201,-0.20,-0.05,10.05,0.04,0.00,0.01,40.74,10.76,-23.36,0.06,-0.11,9.68,-0.03,-0.11,0.01,26.80,-31.61,-11.48,-0.40,0.89,-0.06,33.62,953.23,24.06,-5.05,5040.00,33.00,0.00,28.00,20.00,20.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
6.926861,-0.20,-0.15,10.10,0.04,0.00,0.01,39.33,10.05,-23.02,0.03,-0.06,9.68,-0.03,-0.11,0.01,26.97,-31.26,-11.54,-0.40,0.89,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,26.00,20.00,20.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
6.960512,-0.20,-0.09,9.96,0.04,0.01,0.01,39.33,10.05,-23.02,0.04,-0.04,9.69,-0.03,-0.11,0.01,26.91,-32.07,-11.77,-0.40,0.90,-0.07,33.62,953.23,24.06,-5.05,5040.00,33.00,0.00,28.00,22.00,22.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
6.994298,-0.12,-0.08,9.99,0.04,-0.00,0.02,39.33,10.05,-23.02,0.08,-0.05,9.63,-0.03,-0.10,0.00,27.78,-32.07,-12.12,-0.40,0.90,-0.07,33.62,953.23,24.06,-5.05,5040.00,33.00,0.00,26.00,20.00,24.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.027854,-0.10,-0.08,9.84,0.04,0.00,0.01,39.33,10.05,-23.02,0.04,-0.04,9.64,-0.03,-0.11,0.01,27.84,-32.13,-11.89,-0.40,0.90,-0.07,33.62,953.23,24.06,-5.05,5040.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.061489,-0.16,-0.08,10.00,0.04,0.00,0.01,39.33,10.41,-22.00,0.02,-0.04,9.71,-0.03,-0.11,0.01,27.14,-31.73,-10.96,-0.40,0.90,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,28.00,18.00,24.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.094104,-0.14,-0.11,9.95,0.04,0.00,0.02,39.33,10.41,-22.00,0.04,-0.05,9.70,-0.03,-0.10,0.01,26.74,-31.96,-11.14,-0.40,0.90,-0.07,33.62,953.23,24.06,-5.05,5031.00,33.00,0.00,28.00,18.00,22.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.127439,-0.13,-0.08,9.98,0.04,0.00,0.01,39.33,10.41,-22.00,0.01,-0.04,9.66,-0.03,-0.10,0.01,27.43,-31.32,-12.24,-0.40,0.90,-0.06,33.62,953.23,24.06,-5.05,5028.00,33.00,0.00,28.00,18.00,22.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.161102,-0.15,-0.07,10.07,0.04,-0.00,0.01,41.45,10.76,-22.34,0.04,-0.06,9.66,-0.03,-0.11,0.00,27.09,-32.60,-11.83,-0.39,0.90,-0.06,33.62,953.23,24.06,-5.05,5028.00,33.00,0.00,32.00,18.00,20.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.194830,-0.16,-0.07,9.84,0.04,0.00,0.01,41.45,10.76,-22.34,0.04,-0.03,9.65,-0.03,-0.12,0.01,26.74,-31.84,-11.66,-0.39,0.89,-0.07,33.62,953.23,24.06,-5.05,5034.00,33.00,0.00,32.00,18.00,24.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.228382,-0.15,-0.15,10.07,0.04,0.00,0.01,41.45,10.76,-22.34,0.04,-0.03,9.68,-0.03,-0.11,0.00,27.78,-32.07,-11.77,-0.39,0.89,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,30.00,16.00,24.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.262172,-0.10,-0.10,9.96,0.04,0.00,0.01,41.45,10.76,-22.34,0.09,-0.04,9.63,-0.03,-0.11,0.01,27.09,-32.13,-11.14,-0.39,0.89,-0.07,33.62,953.23,24.06,-5.05,5034.00,33.00,0.00,28.00,18.00,24.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.295750,-0.14,-0.13,10.00,0.04,0.00,0.02,41.45,10.76,-22.34,0.08,-0.01,9.64,-0.03,-0.12,0.01,27.20,-32.42,-12.30,-0.39,0.89,-0.07,33.62,953.23,24.06,0.00,5037.00,33.00,0.00,24.00,20.00,22.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.328301,-0.14,-0.07,10.14,0.04,0.00,0.01,41.45,10.76,-22.34,0.04,-0.04,9.62,-0.03,-0.11,0.00,27.49,-31.84,-12.12,-0.40,0.89,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,24.00,18.00,22.00,-45.92976379,-23.24737549,597.57,0,0,0,0,0,0,0,0,
7.361407,-0.22,-0.02,9.96,0.04,0.00,0.01,41.45,10.76,-22.34,0.04,-0.04,9.74,-0.03,-0.11,0.00,27.20,-32.19,-12.12,-0.40,0.89,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,24.00,16.00,24.00,-45.92976379,-23.24737549,597.61,0,0,0,0,0,0,0,0,
7.395076,-0.11,0.00,10.00,0.04,0.00,0.01,41.45,10.76,-22.34,0.03,-0.06,9.73,-0.03,-0.10,0.01,27.49,-32.83,-12.24,-0.39,0.89,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,26.00,16.00,26.00,-45.92976379,-23.24737549,597.61,0,0,0,0,0,0,0,0,
7.428741,-0.26,-0.08,9.90,0.04,-0.00,0.01,41.45,10.76,-22.34,0.07,-0.05,9.64,-0.02,-0.11,0.01,27.26,-31.61,-11.60,-0.39,0.89,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,28.00,20.00,26.00,-45.92976379,-23.24737549,597.61,0,0,0,0,0,0,0,0,
7.462392,-0.20,-0.05,9.97,0.04,0.00,0.01,41.45,10.76,-22.34,0.05,-0.06,9.71,-0.03,-0.11,0.01,27.84,-31.84,-11.37,-0.39,0.89,-0.07,33.62,953.23,24.06,0.00,5037.00,33.00,0.00,28.00,22.00,24.00,-45.92976379,-23.24737549,597.61,0,0,0,0,0,0,0,0,
7.496034,-0.12,-0.10,9.90,0.04,-0.00,0.01,41.45,10.76,-22.34,0.03,-0.05,9.66,-0.03,-0.11,0.01,27.55,-31.67,-11.25,-0.39,0.89,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,28.00,24.00,20.00,-45.92976379,-23.24737549,597.61,0,0,0,0,0,0,0,0,
7.529905,-0.10,-0.00,9.87,0.04,0.00,0.01,41.45,10.76,-22.34,0.04,-0.02,9.68,-0.03,-0.11,0.01,26.62,-32.13,-12.18,-0.39,0.88,-0.07,33.62,953.23,24.06,-5.05,5037.00,33.00,0.00,30.00,24.00,20.00,-45.92976379,-23.24737549,597.61,0,0,0,0,0,0,0,0,
7.563085,-0.21,-0.05,9.84,0.04,0.00,0.01,41.45,9.70,-22.00,0.07,-0.04,9.68,-0.03,-0.11,0.00,26.56,-31.73,-11.66,-0.40,0.88,-0.07,33.62,953.23,24.06,-5.05,5034.00,33.00,0.00,30.00,22.00,22.00,-45.92976379,-23.24737549,597.61,0,0,0,0,0,0,0,0,
7.595936,-0.11,-0.01,9.94,0.04,0.00,0.02,41.45,9.70,-22.00,0.01,-0.04,9.70,-0.03,-0.11,0.01,27.26,-31.90,-12.12,-0.39,0.88,-0.07,33.62,953.23,24.06,0.00,5034.00,33.00,0.00,30.00,20.00,24.00,-45.92976379,-23.24737740,597.67,0,0,0,0,0,0,0,0,
7.630236,-0.12,-0.08,9.96,0.04,0.00,0.01,41.45,9.70,-22.00,0.04,-0.07,9.70,-0.03,-0.11,0.00,27.90,-31.96,-11.37,-0.39,0.88,-0.07,33.66,953.21,24.06,-5.05,5031.00,33.00,0.00,32.00,20.00,26.00,-45.92976379,-23.24737740,597.67,0,0,0,0,0,0,0,0,
