tempo,axmpu,aympu,azmpu,gxmpu,gympu,gzmpu,mxmpu,mympu,mzmpu,axlsm,aylsm,azlsm,gxlsm,gylsm,gzlsm,mxlsm,mylsm,mzlsm,roll,pitch,yaw,temperatura_baro,pressao_baro,temperatura_pitot,pressao_pitot,RPI3 V,SERVO V,PWR V,PWR A,ADC2,ADC3,Longitude,Latitude,height_msl,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2.443058,-0.16,-0.05,9.83,0.04,0.00,0.02,41.45,9.70,-23.70,0.05,-0.05,9.60,-0.03,-0.11,0.01,27.09,-31.09,-11.25,-0.36,0.81,-0.01,33.62,953.22,24.06,0.00,5022.00,33.00,0.00,28.00,18.00,20.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.476764,-0.07,-0.12,10.10,0.04,0.00,0.01,41.45,9.70,-23.70,0.04,-0.06,9.54,-0.03,-0.11,0.01,27.61,-31.84,-11.31,-0.36,0.81,-0.02,33.62,953.22,24.06,-5.05,5028.00,33.00,0.00,28.00,16.00,22.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.508360,-0.22,-0.04,9.99,0.04,0.01,0.01,41.45,9.70,-23.70,0.03,-0.03,9.70,-0.03,-0.11,-0.00,27.38,-30.80,-11.54,-0.36,0.81,-0.01,33.62,953.22,24.06,-5.05,5037.00,33.00,0.00,26.00,16.00,22.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.542082,-0.15,-0.10,10.15,0.04,-0.00,0.01,41.45,9.70,-23.70,0.02,-0.08,9.71,-0.03,-0.10,0.00,27.14,-31.61,-11.43,-0.37,0.81,-0.02,33.62,953.22,24.06,-5.05,5037.00,33.00,0.00,26.00,18.00,24.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.575820,-0.19,-0.05,10.01,0.04,0.00,0.01,41.45,9.70,-23.70,0.01,-0.06,9.68,-0.03,-0.11,0.00,26.74,-31.78,-12.41,-0.37,0.82,-0.01,33.62,953.22,24.06,-5.05,5037.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.608293,-0.10,-0.13,10.00,0.04,0.00,0.01,41.45,9.70,-23.70,0.05,-0.04,9.66,-0.03,-0.11,0.00,27.32,-31.84,-11.77,-0.38,0.82,-0.02,33.62,953.22,24.06,0.00,5037.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.642915,-0.17,-0.11,10.03,0.05,0.00,0.01,41.45,9.70,-23.70,0.06,-0.05,9.63,-0.03,-0.11,0.01,28.01,-30.74,-10.85,-0.38,0.82,-0.02,33.62,953.22,24.06,-5.05,5037.00,33.00,0.00,32.00,18.00,24.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.677583,-0.15,-0.04,10.00,0.04,-0.00,0.01,41.45,9.70,-23.70,0.02,-0.01,9.64,-0.03,-0.12,0.01,27.55,-31.61,-11.89,-0.38,0.82,-0.02,33.62,953.22,24.06,-5.05,5034.00,33.00,0.00,32.00,16.00,24.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.709323,-0.15,-0.08,10.02,0.04,0.00,0.01,41.45,9.70,-23.70,0.04,-0.11,9.64,-0.03,-0.10,0.00,26.45,-31.38,-11.54,-0.38,0.82,-0.01,33.62,953.22,24.06,-5.05,5034.00,33.00,0.00,30.00,16.00,24.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.742931,-0.18,-0.05,10.03,0.04,0.00,0.01,41.45,9.70,-23.70,0.05,-0.05,9.63,-0.03,-0.10,0.01,26.91,-31.49,-11.14,-0.38,0.82,-0.01,33.62,953.22,24.06,-5.05,5034.00,33.00,0.00,30.00,20.00,24.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.776627,-0.18,-0.06,9.99,0.04,0.01,0.01,41.45,9.70,-23.70,0.01,-0.06,9.68,-0.02,-0.11,0.01,27.14,-31.15,-11.72,-0.38,0.82,-0.01,33.62,953.22,24.06,-5.05,5037.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.810456,-0.12,-0.12,9.93,0.04,0.00,0.01,39.51,8.82,-22.51,-0.02,-0.04,9.68,-0.03,-0.10,0.00,27.38,-31.15,-11.95,-0.39,0.82,-0.01,33.62,953.22,24.06,-5.05,5037.00,33.00,0.00,30.00,20.00,22.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.844059,-0.12,0.01,9.94,0.04,0.00,0.01,39.51,8.82,-22.51,0.04,-0.05,9.62,-0.03,-0.11,0.01,27.43,-30.97,-12.18,-0.39,0.83,-0.01,33.62,953.22,24.06,-5.05,5037.00,33.00,0.00,28.00,16.00,22.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.877438,-0.15,-0.02,9.91,0.04,-0.00,0.01,39.51,8.82,-22.51,0.06,-0.06,9.71,-0.03,-0.11,0.00,27.38,-30.68,-11.77,-0.39,0.83,-0.02,33.62,953.22,24.06,-5.05,5037.00,33.00,0.00,30.00,18.00,22.00,-45.92976379,-23.24736977,597.16,0,0,0,0,0,0,0,0,
2.911178,-0.12,-0.10,10.09,0.04,0.00,0.02,39.51,8.82,-22.51,0.05,-0.08,9.64,-0.03,-0.11,0.00,27.67,-31.44,-11.89,-0.39,0.83,-0.02,33.62,953.22,24.06,-5.05,5022.00,33.00,0.00,30.00,20.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
2.944858,-0.15,-0.09,9.99,0.04,0.00,0.02,40.21,9.88,-22.51,0.08,-0.03,9.70,-0.03,-0.11,0.01,27.61,-31.32,-11.48,-0.39,0.83,-0.01,33.62,953.22,24.06,-5.05,5028.00,33.00,0.00,32.00,20.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
2.978480,-0.14,-0.09,10.05,0.04,0.00,0.01,40.21,9.88,-22.51,0.07,-0.01,9.66,-0.03,-0.11,0.01,27.26,-31.84,-11.66,-0.39,0.84,-0.02,33.62,953.22,24.06,-5.05,5031.00,33.00,0.00,32.00,20.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.012162,-0.18,-0.08,9.91,0.04,0.01,0.01,40.21,9.88,-22.51,0.06,-0.08,9.66,-0.03,-0.12,0.00,27.09,-31.61,-12.76,-0.39,0.84,-0.02,33.62,953.22,24.06,-5.05,5040.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.045668,-0.10,-0.07,10.04,0.04,0.00,0.01,40.92,11.29,-22.85,0.04,-0.01,9.75,-0.03,-0.11,0.01,27.38,-31.78,-12.76,-0.39,0.84,-0.02,33.62,953.22,24.06,-5.05,5040.00,33.00,0.00,30.00,22.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.077386,-0.10,-0.10,9.97,0.03,0.00,0.01,40.92,11.29,-22.85,0.02,-0.04,9.74,-0.03,-0.11,0.00,27.55,-31.90,-12.06,-0.39,0.84,-0.02,33.62,953.22,24.06,-5.05,5040.00,33.00,0.00,30.00,22.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.111770,-0.20,-0.08,10.00,0.03,0.00,0.01,40.92,11.29,-22.85,0.05,-0.04,9.68,-0.02,-0.11,0.00,27.14,-31.49,-12.30,-0.40,0.84,-0.02,33.62,953.22,24.06,-5.05,5037.00,33.00,0.00,30.00,22.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.143789,-0.16,0.00,9.95,0.04,0.00,0.01,40.92,11.29,-22.85,-0.00,-0.06,9.67,-0.03,-0.10,0.01,27.14,-31.09,-12.12,-0.40,0.84,-0.02,33.62,953.22,24.06,-5.05,5034.00,33.00,0.00,24.00,20.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.179167,-0.12,0.00,10.03,0.04,-0.00,0.01,40.92,11.29,-22.85,0.03,-0.03,9.68,-0.02,-0.12,0.00,27.32,-32.13,-11.66,-0.40,0.84,-0.02,33.62,953.22,24.06,-5.05,5028.00,33.00,0.00,26.00,22.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.212866,-0.11,0.02,10.07,0.04,0.00,0.01,40.92,11.29,-22.85,0.04,-0.05,9.66,-0.02,-0.11,0.00,27.20,-32.31,-12.30,-0.40,0.85,-0.02,33.62,953.22,24.06,-5.05,5031.00,33.00,0.00,28.00,24.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.246520,-0.16,-0.00,10.01,0.04,0.00,0.01,40.92,11.29,-22.85,0.04,-0.04,9.77,-0.03,-0.11,0.01,26.97,-31.09,-12.35,-0.40,0.84,-0.02,33.62,953.22,24.06,-5.05,5040.00,33.00,0.00,32.00,24.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.278262,-0.18,-0.02,9.97,0.04,0.00,0.01,40.92,11.29,-22.85,0.04,-0.03,9.69,-0.03,-0.11,0.01,26.51,-31.67,-12.70,-0.40,0.85,-0.02,33.62,953.22,24.06,-5.05,5046.00,33.00,0.00,32.00,22.00,22.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.311962,-0.07,-0.10,9.95,0.04,0.00,0.01,43.21,10.05,-23.70,0.03,-0.01,9.71,-0.03,-0.11,0.00,27.49,-31.44,-12.12,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5034.00,33.00,0.00,26.00,16.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.346147,-0.09,-0.19,10.09,0.04,0.00,0.01,43.21,10.05,-23.70,0.06,-0.08,9.68,-0.03,-0.11,0.01,27.03,-31.09,-11.48,-0.40,0.85,-0.02,33.63,953.21,24.06,0.00,5031.00,33.00,0.00,26.00,16.00,20.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.379224,-0.11,-0.05,10.02,0.04,0.00,0.01,43.21,10.05,-23.70,0.03,-0.06,9.63,-0.03,-0.11,0.00,27.38,-31.26,-12.35,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5028.00,33.00,0.00,26.00,16.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.413697,-0.26,-0.01,9.94,0.04,-0.00,0.01,43.21,10.05,-23.70,0.02,-0.06,9.68,-0.03,-0.11,0.01,27.38,-31.44,-12.30,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5031.00,33.00,0.00,28.00,16.00,22.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.446099,-0.12,-0.05,10.04,0.04,0.00,0.01,41.80,12.17,-22.68,0.03,-0.06,9.68,-0.03,-0.11,0.01,27.26,-31.67,-12.99,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5028.00,33.00,0.00,28.00,16.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.479913,-0.06,0.00,10.07,0.04,-0.00,0.01,41.80,12.17,-22.68,0.06,-0.07,9.65,-0.03,-0.11,0.01,27.26,-32.13,-11.77,-0.40,0.85,-0.02,33.63,953.21,24.06,-9.26,5034.00,33.00,0.00,28.00,20.00,26.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.513576,-0.15,-0.07,9.92,0.04,0.01,0.01,41.80,12.17,-22.68,0.07,-0.04,9.65,-0.02,-0.11,0.00,26.45,-32.02,-11.72,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5031.00,33.00,0.00,28.00,20.00,26.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.547246,-0.15,-0.10,9.98,0.04,0.00,0.01,39.15,10.23,-21.48,0.06,-0.06,9.63,-0.03,-0.11,0.01,27.14,-31.55,-11.95,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5040.00,33.00,0.00,26.00,20.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.581049,-0.10,-0.05,10.07,0.04,0.00,0.01,39.15,10.23,-21.48,0.03,-0.02,9.70,-0.03,-0.11,0.00,27.20,-31.67,-12.76,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5037.00,33.00,0.00,26.00,22.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.614581,-0.16,-0.04,9.93,0.04,0.00,0.01,39.15,10.23,-21.48,0.06,-0.02,9.61,-0.03,-0.10,0.01,26.97,-31.55,-12.30,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5040.00,33.00,0.00,26.00,20.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.645809,-0.16,-0.16,10.10,0.04,-0.00,0.01,39.15,10.23,-21.48,0.08,-0.03,9.67,-0.03,-0.10,0.00,27.49,-32.19,-12.70,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5037.00,33.00,0.00,28.00,18.00,24.00,-45.92976379,-23.24737167,597.20,0,0,0,0,0,0,0,0,
3.680969,-0.18,-0.14,9.90,0.04,0.00,0.01,39.15,10.23,-21.48,0.03,-0.06,9.66,-0.03,-0.11,0.00,27.67,-31.61,-12.06,-0.39,0.85,-0.02,33.63,953.21,24.06,4.21,5031.00,33.00,0.00,30.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
3.714505,-0.10,-0.11,9.88,0.04,-0.00,0.01,39.15,10.23,-21.48,0.04,-0.03,9.68,-0.03,-0.11,0.01,26.80,-31.78,-13.05,-0.40,0.86,-0.02,33.63,953.21,24.06,0.00,5031.00,33.00,0.00,32.00,20.00,26.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
3.748297,-0.12,-0.18,9.97,0.04,0.00,0.01,39.15,10.23,-21.48,0.03,-0.02,9.68,-0.03,-0.10,0.01,26.74,-31.84,-12.59,-0.40,0.86,-0.02,33.63,953.21,24.06,4.21,5034.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
3.781889,-0.20,-0.12,10.02,0.04,0.00,0.01,39.15,10.23,-21.48,0.09,-0.05,9.68,-0.03,-0.11,0.01,27.49,-31.61,-11.89,-0.40,0.86,-0.02,33.63,953.21,24.06,-5.05,5037.00,33.00,0.00,26.00,18.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
3.815486,-0.07,0.01,9.99,0.04,0.00,0.02,39.15,10.23,-21.48,0.04,-0.04,9.66,-0.02,-0.12,0.00,26.91,-32.02,-12.24,-0.40,0.86,-0.02,33.63,953.21,24.06,-5.05,5040.00,33.00,0.00,26.00,22.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
3.847202,-0.15,-0.05,9.93,0.04,-0.00,0.01,39.15,10.23,-21.48,0.04,-0.08,9.64,-0.02,-0.11,0.01,27.43,-31.84,-11.83,-0.40,0.86,-0.02,33.63,953.21,24.06,0.00,5037.00,33.00,0.00,26.00,22.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
3.880272,-0.20,-0.10,10.01,0.04,0.00,0.01,39.15,10.23,-21.48,0.02,-0.09,9.67,-0.03,-0.12,0.01,27.43,-31.49,-11.83,-0.40,0.86,-0.02,33.63,953.21,24.06,-5.05,5034.00,33.00,0.00,26.00,22.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
3.914671,-0.19,-0.09,10.03,0.04,-0.00,0.01,39.15,10.23,-21.48,0.06,-0.03,9.69,-0.02,-0.11,0.00,26.80,-30.74,-11.66,-0.40,0.86,-0.02,33.63,953.21,24.06,-5.05,5028.00,33.00,0.00,26.00,18.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
3.948992,-0.13,-0.08,10.03,0.04,0.01,0.01,41.80,10.41,-21.31,0.02,-0.05,9.67,-0.03,-0.11,0.00,26.74,-31.96,-12.12,-0.40,0.86,-0.02,33.63,953.21,24.06,-5.05,5028.00,33.00,0.00,26.00,18.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
3.982692,-0.07,-0.08,10.07,0.04,0.00,0.01,41.80,10.41,-21.31,0.04,-0.02,9.72,-0.03,-0.10,0.01,27.03,-32.60,-11.89,-0.40,0.85,-0.02,33.63,953.21,24.06,-5.05,5031.00,33.00,0.00,26.00,20.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.016343,-0.13,-0.07,10.02,0.04,0.00,0.01,41.80,10.41,-21.31,0.11,-0.00,9.71,-0.03,-0.11,0.00,26.97,-32.02,-12.06,-0.39,0.85,-0.02,33.63,953.21,24.06,0.00,5037.00,33.00,0.00,26.00,22.00,18.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.048071,-0.10,-0.15,10.07,0.04,0.00,0.01,41.80,10.41,-21.31,0.07,-0.06,9.64,-0.04,-0.10,0.01,27.20,-31.73,-12.30,-0.40,0.85,-0.03,33.63,953.21,24.06,0.00,5037.00,44.00,0.00,26.00,22.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.081696,-0.14,0.00,10.06,0.04,0.00,0.01,41.80,10.41,-21.31,0.04,-0.14,9.66,-0.03,-0.11,0.00,27.43,-31.44,-12.53,-0.40,0.85,-0.03,33.63,953.21,24.06,-9.26,5034.00,44.00,0.00,28.00,18.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.115287,-0.13,-0.06,9.99,0.04,0.00,0.01,41.80,10.41,-21.31,0.01,-0.03,9.68,-0.03,-0.11,0.00,26.74,-31.90,-11.54,-0.40,0.86,-0.03,33.63,953.21,24.06,-9.26,5037.00,33.00,0.00,28.00,20.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.149014,-0.16,-0.06,10.04,0.04,0.00,0.01,41.80,10.41,-21.31,0.03,-0.08,9.63,-0.03,-0.11,0.00,26.91,-31.32,-12.01,-0.40,0.86,-0.03,33.63,953.21,24.06,-5.05,5034.00,33.00,0.00,28.00,22.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.183374,-0.15,-0.07,10.10,0.04,0.00,0.01,41.80,10.41,-21.31,0.02,-0.11,9.68,-0.03,-0.11,0.01,27.03,-32.19,-11.60,-0.41,0.86,-0.03,33.63,953.21,24.06,0.00,5028.00,33.00,0.00,26.00,24.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.217087,-0.11,0.02,10.07,0.04,0.00,0.01,41.80,10.41,-21.31,0.06,-0.03,9.68,-0.03,-0.11,0.01,27.03,-31.84,-11.72,-0.40,0.86,-0.03,33.63,953.21,24.06,-5.05,5028.00,33.00,0.00,28.00,24.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.248929,-0.14,-0.04,9.93,0.04,0.00,0.01,41.80,10.41,-21.31,0.03,-0.04,9.62,-0.03,-0.11,0.00,26.80,-31.67,-12.06,-0.41,0.86,-0.03,33.63,953.21,24.06,-5.05,5034.00,33.00,0.00,26.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.282611,-0.20,-0.08,10.00,0.04,0.00,0.01,41.80,10.41,-21.31,0.05,-0.02,9.67,-0.03,-0.11,0.00,27.14,-31.73,-11.89,-0.41,0.86,-0.03,33.63,953.21,24.06,4.21,5034.00,33.00,0.00,26.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.316271,-0.19,-0.04,9.96,0.04,0.00,0.01,40.92,10.58,-22.85,0.04,-0.11,9.66,-0.03,-0.11,0.00,27.14,-31.90,-11.60,-0.41,0.86,-0.03,33.63,953.21,24.06,0.00,5034.00,33.00,0.00,26.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.349980,-0.16,-0.14,9.97,0.04,0.00,0.01,40.92,10.58,-22.85,0.03,-0.09,9.70,-0.03,-0.12,0.01,26.68,-31.49,-11.83,-0.41,0.86,-0.03,33.63,953.21,24.06,-5.05,5034.00,33.00,0.00,26.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.383150,-0.05,-0.05,9.83,0.04,0.00,0.02,40.92,10.58,-22.85,0.08,-0.03,9.65,-0.02,-0.11,0.00,27.61,-31.84,-11.95,-0.41,0.87,-0.03,33.66,953.28,24.06,0.00,5031.00,33.00,0.00,26.00,18.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.417347,-0.17,0.03,10.03,0.04,0.00,0.01,40.92,10.58,-22.85,0.02,-0.06,9.68,-0.03,-0.10,0.01,27.14,-31.90,-12.59,-0.40,0.86,-0.03,33.66,953.28,24.06,0.00,5028.00,33.00,0.00,30.00,18.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.449011,-0.17,-0.11,9.96,0.04,0.00,0.01,40.92,10.58,-22.85,0.07,-0.11,9.68,-0.03,-0.12,0.01,27.09,-31.15,-12.24,-0.40,0.86,-0.03,33.66,953.28,24.06,-5.05,5022.00,33.00,0.00,30.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.484406,-0.11,-0.08,9.98,0.04,0.00,0.01,40.92,10.58,-22.85,0.02,-0.07,9.71,-0.03,-0.10,0.01,27.78,-31.96,-12.53,-0.41,0.86,-0.03,33.66,953.28,24.06,-5.05,5022.00,33.00,0.00,28.00,22.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.517981,-0.13,-0.03,9.82,0.04,0.00,0.01,40.92,10.58,-22.85,0.07,-0.03,9.69,-0.03,-0.11,0.00,26.45,-32.25,-12.18,-0.40,0.86,-0.03,33.66,953.28,24.06,-5.05,5025.00,33.00,0.00,28.00,22.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.550098,-0.19,-0.02,9.96,0.03,0.00,0.01,40.92,10.58,-22.85,0.05,-0.06,9.70,-0.03,-0.11,0.00,27.38,-31.67,-12.06,-0.41,0.86,-0.03,33.66,953.28,24.06,0.00,5031.00,33.00,0.00,26.00,20.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.583856,-0.14,-0.06,9.96,0.04,-0.00,0.01,40.92,10.58,-22.85,0.02,-0.09,9.67,-0.03,-0.12,0.00,26.97,-31.90,-11.72,-0.41,0.86,-0.03,33.66,953.28,24.06,0.00,5037.00,33.00,0.00,30.00,18.00,18.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.617373,-0.07,-0.06,10.00,0.04,-0.00,0.01,40.92,10.58,-22.85,0.03,-0.05,9.66,-0.02,-0.11,0.00,26.85,-32.13,-11.43,-0.41,0.87,-0.03,33.66,953.28,24.06,-5.05,5037.00,33.00,0.00,30.00,24.00,18.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.651167,-0.21,-0.08,9.90,0.04,0.00,0.01,40.92,10.58,-22.85,0.08,-0.02,9.64,-0.03,-0.11,0.00,27.38,-31.26,-12.47,-0.41,0.87,-0.03,33.66,953.28,24.06,-5.05,5037.00,33.00,0.00,30.00,22.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.683747,-0.17,-0.07,10.04,0.04,0.00,0.01,41.45,11.11,-20.63,0.05,-0.04,9.68,-0.03,-0.11,0.01,27.09,-31.09,-11.89,-0.41,0.87,-0.03,33.66,953.28,24.06,-5.05,5034.00,33.00,0.00,30.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.718104,-0.11,-0.01,10.03,0.04,0.00,0.01,41.45,11.11,-20.63,0.01,-0.04,9.70,-0.03,-0.12,0.01,26.97,-31.49,-12.53,-0.41,0.87,-0.03,33.66,953.28,24.06,-5.05,5037.00,33.00,0.00,30.00,18.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.750771,-0.07,-0.04,9.94,0.04,0.00,0.01,41.45,11.11,-20.63,0.04,-0.04,9.66,-0.03,-0.11,0.01,26.97,-32.19,-11.72,-0.41,0.87,-0.03,33.66,953.28,24.06,-5.05,5031.00,33.00,0.00,28.00,18.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.784573,-0.09,-0.11,9.97,0.04,0.00,0.01,41.45,11.11,-20.63,0.04,-0.09,9.63,-0.02,-0.12,0.01,27.26,-31.49,-11.66,-0.41,0.87,-0.03,33.66,953.28,24.06,-5.05,5037.00,33.00,0.00,28.00,20.00,24.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.818223,-0.11,-0.01,10.06,0.04,0.00,0.01,41.98,11.64,-22.51,0.07,-0.07,9.64,-0.03,-0.11,0.01,26.56,-31.49,-12.30,-0.41,0.87,-0.04,33.66,953.28,24.06,-5.05,5034.00,33.00,0.00,28.00,18.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.851903,-0.10,-0.08,9.86,0.04,0.00,0.01,41.98,11.64,-22.51,0.07,-0.07,9.61,-0.03,-0.10,0.00,27.55,-31.78,-12.24,-0.41,0.87,-0.04,33.66,953.28,24.06,-5.05,5040.00,33.00,0.00,26.00,16.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.885614,-0.16,-0.07,9.96,0.04,0.00,0.01,41.98,11.64,-22.51,0.04,-0.03,9.74,-0.03,-0.11,0.00,27.26,-31.55,-11.89,-0.41,0.87,-0.04,33.66,953.28,24.06,-5.05,5037.00,33.00,0.00,26.00,18.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.919292,-0.12,-0.04,10.03,0.04,0.00,0.01,38.80,9.52,-23.19,0.08,-0.01,9.68,-0.03,-0.11,0.01,27.26,-31.90,-12.59,-0.41,0.87,-0.04,33.66,953.28,24.06,-5.05,5037.00,33.00,0.00,26.00,20.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.952719,-0.11,-0.07,10.03,0.04,0.00,0.01,38.80,9.52,-23.19,0.05,-0.11,9.66,-0.03,-0.11,0.00,27.09,-31.03,-12.59,-0.41,0.87,-0.04,33.66,953.28,24.06,-5.05,5034.00,33.00,0.00,30.00,24.00,22.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
4.985182,-0.19,-0.07,10.05,0.05,0.00,0.01,38.80,9.52,-23.19,0.04,-0.09,9.67,-0.03,-0.11,0.01,26.56,-31.67,-12.18,-0.41,0.87,-0.04,33.66,953.28,24.06,-5.05,5025.00,33.00,0.00,30.00,22.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
5.018836,-0.11,-0.09,9.96,0.04,-0.00,0.02,38.80,9.52,-23.19,0.09,-0.06,9.70,-0.03,-0.11,0.01,27.03,-31.44,-12.64,-0.41,0.87,-0.04,33.66,953.28,24.06,-5.05,5025.00,33.00,0.00,30.00,20.00,20.00,-45.92976379,-23.24737167,597.24,0,0,0,0,0,0,0,0,
